"country","continent","year","lifeExp","pop","gdpPercap","infant_mortality","fertility"
"Cuba","Americas",2002,77.158,11226999,6340.646683,5.9,1.62
"Cuba","Americas",2007,78.273,11416987,8948.102923,4.8,1.52
"Czech Republic","Europe",1952,66.87,9125183,6876.14025,NA,NA
"Czech Republic","Europe",1957,69.03,9513758,8256.343918,NA,NA
"Czech Republic","Europe",1962,69.9,9620282,10136.86713,NA,2.23
"Czech Republic","Europe",1967,70.38,9835109,11399.44489,NA,2
"Czech Republic","Europe",1972,70.29,9862158,13108.4536,NA,2.15
"Czech Republic","Europe",1977,70.71,10161915,14800.16062,NA,2.3
"Czech Republic","Europe",1982,70.96,10303704,15377.22855,16,2.07
"Czech Republic","Europe",1987,71.58,10311597,16310.4434,14.3,1.93
"Czech Republic","Europe",1992,72.4,10315702,14297.02122,11.5,1.68
"Czech Republic","Europe",1997,74.01,10300707,16048.51424,7.2,1.23
"Czech Republic","Europe",2002,75.51,10256295,17596.21022,5.1,1.17
"Czech Republic","Europe",2007,76.486,10228744,22833.30851,3.9,1.39
"Denmark","Europe",1952,70.78,4334000,9692.385245,NA,NA
"Denmark","Europe",1957,71.81,4487831,11099.65935,NA,NA
"Denmark","Europe",1962,72.35,4646899,13583.31351,20.2,2.54
"Denmark","Europe",1967,72.96,4838800,15937.21123,16.1,2.35
"Denmark","Europe",1972,73.47,4991596,18866.20721,12.5,2.03
"Denmark","Europe",1977,74.69,5088419,20422.9015,9.2,1.66
"Denmark","Europe",1982,74.63,5117810,21688.04048,8,1.43
"Denmark","Europe",1987,74.8,5127024,25116.17581,8,1.5
"Denmark","Europe",1992,75.33,5171393,26406.73985,6.5,1.76
"Denmark","Europe",1997,76.11,5283663,29804.34567,5,1.75
"Denmark","Europe",2002,77.18,5374693,32166.50006,4.5,1.72
"Denmark","Europe",2007,78.332,5468120,35278.41874,3.7,1.85
"Djibouti","Africa",1952,34.812,63149,2669.529475,NA,NA
"Djibouti","Africa",1957,37.328,71851,2864.969076,NA,NA
"Djibouti","Africa",1962,39.693,89898,3020.989263,NA,6.53
"Djibouti","Africa",1967,42.074,127617,3020.050513,NA,6.7
"Djibouti","Africa",1972,44.366,178848,3694.212352,NA,6.84
"Djibouti","Africa",1977,46.519,228694,3081.761022,127.6,6.67
"Djibouti","Africa",1982,48.812,305991,2879.468067,112.2,6.32
"Djibouti","Africa",1987,50.04,311025,2880.102568,98.9,6.19
"Djibouti","Africa",1992,51.604,384156,2377.156192,89.6,5.88
"Djibouti","Africa",1997,53.157,417908,1895.016984,83.9,4.95
"Djibouti","Africa",2002,53.373,447416,1908.260867,76.4,4.25
"Djibouti","Africa",2007,54.791,496374,2082.481567,67.5,3.83
"Dominican Republic","Americas",1952,45.928,2491346,1397.717137,NA,NA
"Dominican Republic","Americas",1957,49.828,2923186,1544.402995,NA,NA
"Dominican Republic","Americas",1962,53.459,3453434,1662.137359,99.6,7.4
"Dominican Republic","Americas",1967,56.751,4049146,1653.723003,91.1,6.74
"Dominican Republic","Americas",1972,59.631,4671329,2189.874499,81.6,5.78
"Dominican Republic","Americas",1977,61.788,5302800,2681.9889,70.3,4.85
"Dominican Republic","Americas",1982,63.727,5968349,2861.092386,60,4.19
"Dominican Republic","Americas",1987,66.046,6655297,2899.842175,51.3,3.7
"Dominican Republic","Americas",1992,68.457,7351181,3044.214214,43.3,3.33
"Dominican Republic","Americas",1997,69.957,7992357,3614.101285,36.4,3.01
"Dominican Republic","Americas",2002,70.847,8650322,4563.808154,31.8,2.84
"Dominican Republic","Americas",2007,72.235,9319622,6025.374752,29.1,2.69
"Ecuador","Americas",1952,48.357,3548753,3522.110717,NA,NA
"Ecuador","Americas",1957,51.356,4058385,3780.546651,NA,NA
"Ecuador","Americas",1962,54.64,4681707,4086.114078,115.3,6.65
"Ecuador","Americas",1967,56.678,5432424,4579.074215,102.4,6.42
"Ecuador","Americas",1972,58.796,6298651,5280.99471,91.2,5.87
"Ecuador","Americas",1977,61.31,7278866,6679.62326,76.5,5.16
"Ecuador","Americas",1982,64.342,8365850,7213.791267,62.5,4.51
"Ecuador","Americas",1987,67.231,9545158,6481.776993,50.1,4.04
"Ecuador","Americas",1992,69.613,10748394,7103.702595,40.5,3.58
"Ecuador","Americas",1997,72.312,11911819,7429.455877,32.1,3.21
"Ecuador","Americas",2002,74.173,12921234,5773.044512,26.5,2.98
"Ecuador","Americas",2007,74.994,13755680,6873.262326,23.1,2.77
"Egypt","Africa",1952,41.893,22223309,1418.822445,NA,NA
"Egypt","Africa",1957,44.444,25009741,1458.915272,NA,NA
"Egypt","Africa",1962,46.992,28173309,1693.335853,195.9,6.57
"Egypt","Africa",1967,49.293,31681188,1814.880728,169.9,6.24
"Egypt","Africa",1972,51.137,34807417,2024.008147,156.8,5.76
"Egypt","Africa",1977,53.319,38783863,2785.493582,132.1,5.51
"Egypt","Africa",1982,56.006,45681811,3503.729636,102.6,5.25
"Egypt","Africa",1987,59.797,52799062,3885.46071,73.5,4.83
"Egypt","Africa",1992,63.674,59402198,3794.755195,57.6,4.02
"Egypt","Africa",1997,67.217,66134291,4173.181797,44,3.51
"Egypt","Africa",2002,69.806,73312559,4754.604414,33.4,3.18
"Egypt","Africa",2007,71.338,80264543,5581.180998,27.1,2.99
"El Salvador","Americas",1952,45.262,2042865,3048.3029,NA,NA
"El Salvador","Americas",1957,48.57,2355805,3421.523218,NA,NA
"El Salvador","Americas",1962,52.307,2747687,3776.803627,121.6,6.75
"El Salvador","Americas",1967,55.855,3232927,4358.595393,111.8,6.49
"El Salvador","Americas",1972,58.207,3790903,4520.246008,102.9,6.01
"El Salvador","Americas",1977,56.696,4282586,5138.922374,89.6,5.51
"El Salvador","Americas",1982,56.604,4474873,4098.344175,70.8,4.87
"El Salvador","Americas",1987,63.154,4842194,4140.442097,53.3,4.26
"El Salvador","Americas",1992,66.798,5274649,4444.2317,41.7,3.78
"El Salvador","Americas",1997,69.535,5783439,5154.825496,31.8,3.32
"El Salvador","Americas",2002,70.734,6353681,5351.568666,24.2,2.68
"El Salvador","Americas",2007,71.878,6939688,5728.353514,19.2,2.35
"Equatorial Guinea","Africa",1952,34.482,216964,375.6431231,NA,NA
"Equatorial Guinea","Africa",1957,35.983,232922,426.0964081,NA,NA
"Equatorial Guinea","Africa",1962,37.485,249220,582.8419714,NA,5.53
"Equatorial Guinea","Africa",1967,38.987,259864,915.5960025,NA,5.64
"Equatorial Guinea","Africa",1972,40.516,277603,672.4122571,NA,5.68
"Equatorial Guinea","Africa",1977,42.024,192675,958.5668124,NA,5.68
"Equatorial Guinea","Africa",1982,43.662,285483,927.8253427,145.1,5.78
"Equatorial Guinea","Africa",1987,45.664,341244,966.8968149,135.3,5.88
"Equatorial Guinea","Africa",1992,47.545,387838,1132.055034,123.1,5.9
"Equatorial Guinea","Africa",1997,48.245,439971,2814.480755,112.1,5.87
"Equatorial Guinea","Africa",2002,49.348,495627,7703.4959,99.7,5.68
"Equatorial Guinea","Africa",2007,51.579,551201,12154.08975,86.3,5.39
"Eritrea","Africa",1952,35.928,1438760,328.9405571,NA,NA
"Eritrea","Africa",1957,38.047,1542611,344.1618859,NA,NA
"Eritrea","Africa",1962,40.158,1666618,380.9958433,NA,6.84
"Eritrea","Africa",1967,42.189,1820319,468.7949699,NA,6.71
"Eritrea","Africa",1972,44.142,2260187,514.3242082,124.8,6.63
"Eritrea","Africa",1977,44.535,2512642,505.7538077,119.5,6.62
"Eritrea","Africa",1982,43.89,2637297,524.8758493,111.1,6.62
"Eritrea","Africa",1987,46.453,2915959,521.1341333,101.6,6.54
"Eritrea","Africa",1992,49.991,3668440,582.8585102,85.8,6.44
"Eritrea","Africa",1997,53.378,4058319,913.47079,67.2,6.16
"Eritrea","Africa",2002,55.24,4414865,765.3500015,53.4,5.77
"Eritrea","Africa",2007,58.04,4906585,641.3695236,43.7,5.27
"Ethiopia","Africa",1952,34.078,20860941,362.1462796,NA,NA
"Ethiopia","Africa",1957,36.667,22815614,378.9041632,NA,NA
"Ethiopia","Africa",1962,40.059,25145372,419.4564161,NA,6.88
"Ethiopia","Africa",1967,42.115,27860297,516.1186438,142.7,6.88
"Ethiopia","Africa",1972,43.515,30770372,566.2439442,142.5,7.06
"Ethiopia","Africa",1977,44.51,34617799,556.8083834,143.4,7.2
"Ethiopia","Africa",1982,44.916,38111756,577.8607471,139.5,7.4
"Ethiopia","Africa",1987,46.684,42999530,573.7413142,127.6,7.39
"Ethiopia","Africa",1992,48.091,52088559,421.3534653,116.4,7.14
"Ethiopia","Africa",1997,49.402,59861301,515.8894013,98.7,6.86
"Ethiopia","Africa",2002,50.725,67946797,530.0535319,82.5,6.22
"Ethiopia","Africa",2007,52.947,76511887,690.8055759,61,5.35
"Finland","Europe",1952,66.55,4090500,6424.519071,NA,NA
"Finland","Europe",1957,67.49,4324000,7545.415386,NA,NA
"Finland","Europe",1962,68.75,4491443,9371.842561,19.5,2.66
"Finland","Europe",1967,69.83,4605744,10921.63626,15.1,2.32
"Finland","Europe",1972,70.87,4639657,14358.8759,12,1.59
"Finland","Europe",1977,72.52,4738902,15605.42283,8.7,1.69
"Finland","Europe",1982,74.55,4826933,18533.15761,6.5,1.72
"Finland","Europe",1987,74.83,4931729,21141.01223,5.9,1.59
"Finland","Europe",1992,75.7,5041039,20647.16499,5,1.85
"Finland","Europe",1997,77.13,5134406,23723.9502,3.9,1.75
"Finland","Europe",2002,78.37,5193039,28204.59057,3.4,1.72
"Finland","Europe",2007,79.313,5238460,33207.0844,2.9,1.83
"France","Europe",1952,67.41,42459667,7029.809327,NA,NA
"France","Europe",1957,68.93,44310863,8662.834898,NA,NA
"France","Europe",1962,70.51,47124000,10560.48553,21.3,2.81
"France","Europe",1967,71.55,49569000,12999.91766,17.1,2.68
"France","Europe",1972,72.38,51732000,16107.19171,13.7,2.33
"France","Europe",1977,73.83,53165019,18292.63514,11.5,1.92
"France","Europe",1982,74.89,54433565,20293.89746,9.5,1.84
"France","Europe",1987,76.34,55630100,22066.44214,8.1,1.81
"France","Europe",1992,77.46,57374179,24703.79615,6.7,1.72
"France","Europe",1997,78.64,58623428,25889.78487,4.8,1.75
"France","Europe",2002,79.59,59925035,28926.03234,4.2,1.87
"France","Europe",2007,80.657,61083916,30470.0167,3.6,1.96
"Gabon","Africa",1952,37.003,420702,4293.476475,NA,NA
"Gabon","Africa",1957,38.999,434904,4976.198099,NA,NA
"Gabon","Africa",1962,40.489,455661,6631.459222,NA,4.54
"Gabon","Africa",1967,44.598,489004,8358.761987,NA,4.9
"Gabon","Africa",1972,48.69,537977,11401.94841,NA,5.21
"Gabon","Africa",1977,52.79,706367,21745.57328,NA,5.54
"Gabon","Africa",1982,56.564,753874,15113.36194,69.8,5.72
"Gabon","Africa",1987,60.19,880397,11864.40844,62.5,5.61
"Gabon","Africa",1992,61.366,985739,13522.15752,59.6,5.26
"Gabon","Africa",1997,60.461,1126189,14722.84188,57.3,4.81
"Gabon","Africa",2002,56.761,1299304,12521.71392,53.7,4.49
"Gabon","Africa",2007,56.735,1454867,13206.48452,47.4,4.3
"Gambia","Africa",1952,30,284320,485.2306591,NA,NA
"Gambia","Africa",1957,32.065,323150,520.9267111,NA,NA
"Gambia","Africa",1962,33.896,374020,599.650276,143.8,5.67
"Gambia","Africa",1967,35.857,439593,734.7829124,132.6,5.94
"Gambia","Africa",1972,38.308,517101,756.0868363,121.5,6.19
"Gambia","Africa",1977,41.842,608274,884.7552507,109.8,6.33
"Gambia","Africa",1982,45.58,715523,835.8096108,98.6,6.3
"Gambia","Africa",1987,49.265,848406,611.6588611,86.5,6.16
"Gambia","Africa",1992,52.644,1025384,665.6244126,76.1,6.08
"Gambia","Africa",1997,55.861,1235767,653.7301704,67.7,6
"Gambia","Africa",2002,58.041,1457766,660.5855997,60.6,5.87
"Gambia","Africa",2007,59.448,1688359,752.7497265,54.5,5.8
"Germany","Europe",1952,67.5,69145952,7144.114393,NA,NA
"Germany","Europe",1957,69.1,71019069,10187.82665,NA,NA
"Germany","Europe",1962,70.3,73739117,12902.46291,NA,2.47
"Germany","Europe",1967,70.8,76368453,14745.62561,NA,2.37
"Germany","Europe",1972,71,78717088,18016.18027,20.6,1.8
"Germany","Europe",1977,72.5,78160773,20512.92123,15.5,1.5
"Germany","Europe",1982,73.8,78335266,22031.53274,11,1.46
"Germany","Europe",1987,74.847,77718298,24639.18566,8.3,1.43
"Germany","Europe",1992,76.07,80597764,26505.30317,6.2,1.32
"Germany","Europe",1997,77.34,82011073,27788.88416,4.8,1.33
"Germany","Europe",2002,78.67,82350671,30035.80198,4.2,1.35
"Germany","Europe",2007,79.406,82400996,32170.37442,3.7,1.36
"Ghana","Africa",1952,43.149,5581001,911.2989371,NA,NA
"Ghana","Africa",1957,44.779,6391288,1043.561537,NA,NA
"Ghana","Africa",1962,46.452,7355248,1190.041118,122.7,6.83
"Ghana","Africa",1967,48.072,8490213,1125.69716,120.6,6.95
"Ghana","Africa",1972,49.875,9354120,1178.223708,118.2,6.92
"Ghana","Africa",1977,51.756,10538093,993.2239571,106,6.72
"Ghana","Africa",1982,53.744,11400338,876.032569,99.3,6.39
"Ghana","Africa",1987,55.729,14168101,847.0061135,89,5.94
"Ghana","Africa",1992,57.501,16278738,925.060154,75.6,5.39
"Ghana","Africa",1997,58.556,18418288,1005.245812,69.8,4.87
"Ghana","Africa",2002,58.453,20550751,1111.984578,61.2,4.57
"Ghana","Africa",2007,60.022,22873338,1327.60891,54.4,4.26
"Greece","Europe",1952,65.86,7733250,3530.690067,NA,NA
"Greece","Europe",1957,67.86,8096218,4916.299889,NA,NA
"Greece","Europe",1962,69.51,8448233,6017.190733,46.2,2.22
"Greece","Europe",1967,71,8716441,8513.097016,39.9,2.35
"Greece","Europe",1972,72.34,8888628,12724.82957,30.8,2.35
"Greece","Europe",1977,73.68,9308479,14195.52428,25.9,2.32
"Greece","Europe",1982,75.24,9786480,15268.42089,18.7,2.01
"Greece","Europe",1987,76.67,9974490,16120.52839,13.9,1.58
"Greece","Europe",1992,77.03,10325429,17541.49634,10.3,1.37
"Greece","Europe",1997,77.869,10502372,18747.69814,8.3,1.29
"Greece","Europe",2002,78.256,10603863,22514.2548,6,1.28
"Greece","Europe",2007,79.483,10706290,27538.41188,4.4,1.43
"Guatemala","Americas",1952,42.023,3146381,2428.237769,NA,NA
"Guatemala","Americas",1957,44.142,3640876,2617.155967,NA,NA
"Guatemala","Americas",1962,46.954,4208858,2750.364446,140.7,6.49
"Guatemala","Americas",1967,50.016,4690773,3242.531147,127.1,6.32
"Guatemala","Americas",1972,53.738,5149581,4031.408271,112.1,6.21
"Guatemala","Americas",1977,56.029,5703430,4879.992748,96.8,6.2
"Guatemala","Americas",1982,58.137,6395630,4820.49479,81.8,6.11
"Guatemala","Americas",1987,60.782,7326406,4246.485974,67.7,5.76
"Guatemala","Americas",1992,63.373,8486949,4439.45084,55,5.47
"Guatemala","Americas",1997,66.322,9803875,4684.313807,44.7,5.06
"Guatemala","Americas",2002,68.978,11178650,4858.347495,37.1,4.63
"Guatemala","Americas",2007,70.259,12572928,5186.050003,31.2,4.2
"Guinea","Africa",1952,33.609,2664249,510.1964923,NA,NA
"Guinea","Africa",1957,34.558,2876726,576.2670245,NA,NA
"Guinea","Africa",1962,35.753,3140003,686.3736739,209.1,6.12
"Guinea","Africa",1967,37.197,3451418,708.7595409,200.9,6.15
"Guinea","Africa",1972,38.842,3811387,741.6662307,191.1,6.25
"Guinea","Africa",1977,40.762,4227026,874.6858643,179.1,6.43
"Guinea","Africa",1982,42.891,4710497,857.2503577,164.3,6.59
"Guinea","Africa",1987,45.552,5650262,805.5724718,150,6.64
"Guinea","Africa",1992,48.576,6990574,794.3484384,133.7,6.49
"Guinea","Africa",1997,51.455,8048834,869.4497668,114.7,6.16
"Guinea","Africa",2002,53.676,8807818,945.5835837,95.4,5.79
"Guinea","Africa",2007,56.007,9947814,942.6542111,79,5.42
"Guinea-Bissau","Africa",1952,32.5,580653,299.850319,NA,NA
"Guinea-Bissau","Africa",1957,33.489,601095,431.7904566,NA,NA
"Guinea-Bissau","Africa",1962,34.488,627820,522.0343725,NA,5.67
"Guinea-Bissau","Africa",1967,35.492,601287,715.5806402,NA,5.09
"Guinea-Bissau","Africa",1972,36.486,625361,820.2245876,NA,6.81
"Guinea-Bissau","Africa",1977,37.465,745228,764.7259628,135.3,6.46
"Guinea-Bissau","Africa",1982,39.327,825987,838.1239671,130.7,6.54
"Guinea-Bissau","Africa",1987,41.245,927524,736.4153921,143.1,6.73
"Guinea-Bissau","Africa",1992,43.266,1050938,745.5398706,130.2,6.55
"Guinea-Bissau","Africa",1997,44.873,1193708,796.6644681,116.2,6.12
"Guinea-Bissau","Africa",2002,45.504,1332459,575.7047176,100.5,5.69
"Guinea-Bissau","Africa",2007,46.388,1472041,579.231743,83.3,5.32
"Haiti","Americas",1952,37.579,3201488,1840.366939,NA,NA
"Haiti","Americas",1957,40.696,3507701,1726.887882,NA,NA
"Haiti","Americas",1962,43.59,3880130,1796.589032,188.3,6.3
"Haiti","Americas",1967,46.243,4318137,1452.057666,172.9,6.03
"Haiti","Americas",1972,48.042,4698301,1654.456946,156.6,5.64
"Haiti","Americas",1977,49.923,4908554,1874.298931,139.2,5.78
"Haiti","Americas",1982,51.461,5198399,2011.159549,123,6.15
"Haiti","Americas",1987,53.636,5756203,1823.015995,108.8,5.8
"Haiti","Americas",1992,55.089,6326682,1456.309517,95.8,5.21
"Haiti","Americas",1997,56.671,6913545,1341.726931,82.4,4.67
"Haiti","Americas",2002,58.137,7607651,1270.364932,70.7,4.07
"Haiti","Americas",2007,60.916,8502814,1201.637154,62.7,3.58
"Honduras","Americas",1952,41.912,1517453,2194.926204,NA,NA
"Honduras","Americas",1957,44.665,1770390,2220.487682,NA,NA
"Honduras","Americas",1962,48.041,2090162,2291.156835,132.4,7.44
"Honduras","Americas",1967,50.924,2500689,2538.269358,113.1,7.42
"Honduras","Americas",1972,53.884,2965146,2529.842345,95.2,7.11
"Honduras","Americas",1977,57.402,3055235,3203.208066,78.5,6.65
"Honduras","Americas",1982,60.909,3669448,3121.760794,63.5,6.06
"Honduras","Americas",1987,64.492,4372203,3023.096699,51.2,5.44
"Honduras","Americas",1992,66.399,5077347,3081.694603,41.5,4.95
"Honduras","Americas",1997,67.659,5867957,3160.454906,34.3,4.37
"Honduras","Americas",2002,68.565,6677328,3099.72866,28.2,3.78
"Honduras","Americas",2007,70.198,7483763,3548.330846,23.2,3.34
"Hong Kong, China","Asia",1952,60.96,2125900,3054.421209,NA,NA
"Hong Kong, China","Asia",1957,64.75,2736300,3629.076457,NA,NA
"Hong Kong, China","Asia",1962,67.65,3305200,4692.648272,NA,5.18
"Hong Kong, China","Asia",1967,70,3722800,6197.962814,NA,3.96
"Hong Kong, China","Asia",1972,72,4115700,8315.928145,NA,3.24
"Hong Kong, China","Asia",1977,73.6,4583700,11186.14125,NA,2.44
"Hong Kong, China","Asia",1982,75.45,5264500,14560.53051,NA,1.75
"Hong Kong, China","Asia",1987,76.2,5584510,20038.47269,NA,1.39
"Hong Kong, China","Asia",1992,77.601,5829696,24757.60301,NA,1.22
"Hong Kong, China","Asia",1997,80,6495918,28377.63219,NA,0.92
"Hong Kong, China","Asia",2002,81.495,6762476,30209.01516,NA,0.92
"Hong Kong, China","Asia",2007,82.208,6980412,39724.97867,NA,1.02
"Hungary","Europe",1952,64.03,9504000,5263.673816,NA,NA
"Hungary","Europe",1957,66.41,9839000,6040.180011,NA,NA
"Hungary","Europe",1962,67.96,10063000,7550.359877,49,1.92
"Hungary","Europe",1967,69.5,10223422,9326.64467,42,1.95
"Hungary","Europe",1972,69.76,10394091,10168.65611,38.4,2.07
"Hungary","Europe",1977,69.95,10637171,11674.83737,29.4,2.11
"Hungary","Europe",1982,69.39,10705535,12545.99066,22,1.88
"Hungary","Europe",1987,69.58,10612740,12986.47998,19.4,1.84
"Hungary","Europe",1992,69.17,10348684,10535.62855,15.4,1.75
"Hungary","Europe",1997,71.04,10244684,11712.7768,11.1,1.43
"Hungary","Europe",2002,72.59,10083313,14843.93556,8.6,1.29
"Hungary","Europe",2007,73.338,9956108,18008.94444,6.5,1.32
"Iceland","Europe",1952,72.49,147962,7267.688428,NA,NA
"Iceland","Europe",1957,73.47,165110,9244.001412,NA,NA
"Iceland","Europe",1962,73.68,182053,10350.15906,16.9,3.98
"Iceland","Europe",1967,73.73,198676,13319.89568,14.4,3.34
"Iceland","Europe",1972,74.46,209275,15798.06362,11.8,2.88
"Iceland","Europe",1977,76.11,221823,19654.96247,9.2,2.49
"Iceland","Europe",1982,76.99,233997,23269.6075,7,2.23
"Iceland","Europe",1987,77.23,244676,26923.20628,5.6,2.13
"Iceland","Europe",1992,78.77,259012,25144.39201,4.7,2.17
"Iceland","Europe",1997,78.95,271192,28061.09966,3.7,2.07
"Iceland","Europe",2002,80.5,288030,31163.20196,2.8,2
"Iceland","Europe",2007,81.757,301931,36180.78919,2.2,2.11
"India","Asia",1952,37.373,3.72e+08,546.5657493,NA,NA
"India","Asia",1957,40.249,4.09e+08,590.061996,NA,NA
"India","Asia",1962,43.605,4.54e+08,658.3471509,160.1,5.84
"India","Asia",1967,47.193,5.06e+08,700.7706107,148.9,5.7
"India","Asia",1972,50.651,5.67e+08,724.032527,138.3,5.32
"India","Asia",1977,54.208,6.34e+08,813.337323,124,4.92
"India","Asia",1982,56.596,7.08e+08,855.7235377,108.4,4.52
"India","Asia",1987,58.553,7.88e+08,976.5126756,95.6,4.13
"India","Asia",1992,60.223,8.72e+08,1164.406809,83.9,3.71
"India","Asia",1997,61.765,9.59e+08,1458.817442,73.1,3.33
"India","Asia",2002,62.879,1034172547,1746.769454,62,3.02
"India","Asia",2007,64.698,1110396331,2452.210407,51.9,2.69
"Indonesia","Asia",1952,37.468,82052000,749.6816546,NA,NA
"Indonesia","Asia",1957,39.918,90124000,858.9002707,NA,NA
"Indonesia","Asia",1962,42.518,99028000,849.2897701,141.2,5.65
"Indonesia","Asia",1967,45.964,109343000,762.4317721,123.4,5.58
"Indonesia","Asia",1972,49.203,121282000,1111.107907,106.7,5.34
"Indonesia","Asia",1977,52.702,136725000,1382.702056,92.5,4.81
"Indonesia","Asia",1982,56.159,153343000,1516.872988,80.8,4.17
"Indonesia","Asia",1987,60.137,169276000,1748.356961,69.3,3.47
"Indonesia","Asia",1992,62.681,184816000,2383.140898,57.4,2.93
"Indonesia","Asia",1997,66.041,199278000,3119.335603,46.7,2.58
"Indonesia","Asia",2002,68.588,211060000,2873.91287,37.8,2.47
"Indonesia","Asia",2007,70.65,223547000,3540.651564,30.9,2.49
"Iran","Asia",1952,44.869,17272000,3035.326002,NA,NA
"Iran","Asia",1957,47.181,19792000,3290.257643,NA,NA
"Iran","Asia",1962,49.325,22874000,4187.329802,176.37,6.91
"Iran","Asia",1967,52.469,26538000,5906.731805,191.3,6.7
"Iran","Asia",1972,55.234,30614000,9613.818607,120.7,6.29
"Iran","Asia",1977,57.702,35480679,11888.59508,95,6.29
"Iran","Asia",1982,59.62,43072751,7608.334602,68.5,6.52
"Iran","Asia",1987,63.04,51889696,6642.881371,51.9,5.76
"Iran","Asia",1992,65.742,60397973,7235.653188,40.8,4.14
"Iran","Asia",1997,68.042,63327987,8263.590301,33.2,2.72
"Iran","Asia",2002,69.451,66907826,9240.761975,25.6,1.99
"Iran","Asia",2007,70.964,69453570,11605.71449,19.4,1.87
"Iraq","Asia",1952,45.32,5441766,4129.766056,NA,NA
"Iraq","Asia",1957,48.437,6248643,6229.333562,NA,NA
"Iraq","Asia",1962,51.457,7240260,8341.737815,118.3,6.51
"Iraq","Asia",1967,54.459,8519282,8931.459811,93,7.3
"Iraq","Asia",1972,56.95,10061506,9576.037596,74.9,7.23
"Iraq","Asia",1977,60.413,11882916,14688.23507,61.2,6.83
"Iraq","Asia",1982,62.038,14173318,14517.90711,51.6,6.41
"Iraq","Asia",1987,65.044,16543189,11643.57268,45.1,6.11
"Iraq","Asia",1992,59.461,17861905,3745.640687,40.8,5.7
"Iraq","Asia",1997,58.811,20775703,3076.239795,37.6,5.23
"Iraq","Asia",2002,57.046,24001816,4390.717312,34.6,4.8
"Iraq","Asia",2007,59.545,27499638,4471.061906,31.8,4.41
"Ireland","Europe",1952,66.91,2952156,5210.280328,NA,NA
"Ireland","Europe",1957,68.9,2878220,5599.077872,NA,NA
"Ireland","Europe",1962,70.29,2830000,6631.597314,28,3.98
"Ireland","Europe",1967,71.08,2900100,7655.568963,21.9,3.86
"Ireland","Europe",1972,71.28,3024400,9530.772896,18.3,3.79
"Ireland","Europe",1977,72.03,3271900,11150.98113,15.2,3.34
"Ireland","Europe",1982,73.1,3480000,12618.32141,10.4,2.79
"Ireland","Europe",1987,74.36,3539900,13872.86652,8.4,2.23
"Ireland","Europe",1992,75.467,3557761,17558.81555,6.8,1.92
"Ireland","Europe",1997,76.122,3667233,24521.94713,6.1,1.92
"Ireland","Europe",2002,77.783,3879155,34077.04939,5.4,1.97
"Ireland","Europe",2007,78.885,4109086,40675.99635,3.9,2
"Israel","Asia",1952,65.39,1620914,4086.522128,NA,NA
"Israel","Asia",1957,67.84,1944401,5385.278451,NA,NA
"Israel","Asia",1962,69.39,2310904,7105.630706,NA,3.83
"Israel","Asia",1967,70.75,2693585,8393.741404,NA,3.8
"Israel","Asia",1972,71.63,3095893,12786.93223,NA,3.8
"Israel","Asia",1977,73.06,3495918,13306.61921,18.6,3.51
"Israel","Asia",1982,74.45,3858421,15367.0292,14,3.17
"Israel","Asia",1987,75.6,4203148,17122.47986,11,3.06
"Israel","Asia",1992,76.93,4936550,18051.52254,8.7,2.95
"Israel","Asia",1997,78.269,5531387,20896.60924,6.4,2.93
"Israel","Asia",2002,79.696,6029529,21905.59514,5.2,2.91
"Israel","Asia",2007,80.745,6426679,25523.2771,4.1,2.91
"Italy","Europe",1952,65.94,47666000,4931.404155,NA,NA
"Italy","Europe",1957,67.81,49182000,6248.656232,NA,NA
"Italy","Europe",1962,69.24,50843200,8243.58234,41,2.44
"Italy","Europe",1967,71.06,52667100,10022.40131,33.1,2.52
"Italy","Europe",1972,72.19,54365564,12269.27378,26.5,2.38
"Italy","Europe",1977,73.48,56059245,14255.98475,17.3,1.99
"Italy","Europe",1982,74.98,56535636,16537.4835,12.6,1.57
"Italy","Europe",1987,76.42,56729703,19207.23482,9.4,1.35
"Italy","Europe",1992,77.44,56840847,22013.64486,7.7,1.28
"Italy","Europe",1997,78.82,57479469,24675.02446,5.6,1.22
"Italy","Europe",2002,80.24,57926999,27968.09817,4.3,1.25
"Italy","Europe",2007,80.546,58147733,28569.7197,3.6,1.37
"Jamaica","Americas",1952,58.53,1426095,2898.530881,NA,NA
"Jamaica","Americas",1957,62.61,1535090,4756.525781,NA,NA
"Jamaica","Americas",1962,65.61,1665128,5246.107524,57.7,5.63
"Jamaica","Americas",1967,67.51,1861096,6124.703451,49.3,5.79
"Jamaica","Americas",1972,69,1997616,7433.889293,41.8,5.11
"Jamaica","Americas",1977,70.11,2156814,6650.195573,35.6,4.12
"Jamaica","Americas",1982,71.21,2298309,6068.05135,31.3,3.56
"Jamaica","Americas",1987,71.77,2326606,6351.237495,27.5,3.14
"Jamaica","Americas",1992,71.766,2378618,7404.923685,24,2.86
"Jamaica","Americas",1997,72.262,2531311,7121.924704,20.5,2.68
"Jamaica","Americas",2002,72.047,2664659,6994.774861,17.8,2.55
"Jamaica","Americas",2007,72.567,2780132,7320.880262,16.5,2.41
"Japan","Asia",1952,63.03,86459025,3216.956347,NA,NA
"Japan","Asia",1957,65.5,91563009,4317.694365,NA,NA
"Japan","Asia",1962,68.73,95831757,6576.649461,25.5,1.97
